% Model:              Sample_ExBprobe_.mph
% Version:            COMSOL 6.3.0.290
% Date:               Mar 17 2026, 17:05
% Dimension:          3
% Nodes:              24321
% Expressions:        6
% Description:        x-coordinate, y-coordinate, z-coordinate, Magnetic flux density, x-component, Magnetic flux density, y-component, Magnetic flux density, z-component
% Length unit:        m
% x (m),y (m),z (m),mfnc.Bx (T),mfnc.By (T),mfnc.Bz (T)
-2.7105E-19,-0.0010000,0.044000,0.071150,4.5671E-4,-9.4452E-5
0.0010000,-0.0010000,0.044000,0.071582,3.3259E-4,-0.010363
0.0020000,-0.0010000,0.044000,0.074107,0.0010733,-0.020874
0.0030000,-0.0010000,0.044000,0.076632,0.0018141,-0.031386
0.0040000,-0.0010000,0.044000,0.079536,3.5920E-4,-0.043685
0.0050000,-0.0010000,0.044000,0.084699,0.0016408,-0.056871
-0.0050000,-3.2526E-19,0.044000,0.084047,2.5552E-4,0.055771
-0.0040000,-5.1500E-19,0.044000,0.080146,2.5741E-5,0.043221
-0.0030000,9.4868E-20,0.044000,0.076177,2.4688E-4,0.031887
-0.0020000,-1.0842E-19,0.044000,0.073310,3.2987E-5,0.021295
-0.0010000,-1.0842E-19,0.044000,0.072339,-1.6590E-4,0.010664
1.2790E-19,-1.8974E-19,0.044000,0.072745,4.6770E-4,-3.0612E-4
0.0010000,1.0842E-19,0.044000,0.071813,4.7145E-5,-0.010458
0.0020000,-2.1684E-19,0.044000,0.074104,2.5365E-5,-0.020753
0.0030000,-3.2526E-19,0.044000,0.075646,-4.9673E-4,-0.031938
0.0040000,4.3368E-19,0.044000,0.079196,3.2983E-4,-0.044871
0.0050000,2.1684E-19,0.044000,0.084523,-5.0188E-5,-0.056703
-0.0050000,0.0010000,0.044000,0.083817,0.0018419,0.055339
-0.0040000,0.0010000,0.044000,0.080127,0.0014200,0.042976
-0.0030000,0.0010000,0.044000,0.075857,0.0010933,0.031783
-0.0020000,0.0010000,0.044000,0.073112,8.2690E-4,0.021243
-0.0010000,0.0010000,0.044000,0.072819,0.0011472,0.010344
4.8789E-19,0.0010000,0.044000,0.071741,4.3226E-4,1.6734E-4
0.0010000,0.0010000,0.044000,0.071791,-2.6350E-4,-0.010617
0.0020000,0.0010000,0.044000,0.073612,-4.7880E-4,-0.021356
0.0030000,0.0010000,0.044000,0.076527,-7.6488E-4,-0.032692
0.0040000,0.0010000,0.044000,0.079971,-0.0016197,-0.043734
0.0050000,0.0010000,0.044000,0.084143,-0.0017994,-0.055960
-0.0050000,0.0020000,0.044000,0.083245,0.0026070,0.055214
-0.0040000,0.0020000,0.044000,0.079786,0.0022660,0.042899
-0.0030000,0.0020000,0.044000,0.075536,0.0019397,0.031679
-0.0020000,0.0020000,0.044000,0.072913,0.0016208,0.021191
-0.0010000,0.0020000,0.044000,0.072104,0.0011615,0.010861
-2.7952E-20,0.0020000,0.044000,0.071026,4.4655E-4,6.8435E-4
0.0010000,0.0020000,0.044000,0.071578,-4.6088E-4,-0.010773
0.0020000,0.0020000,0.044000,0.073150,-9.2301E-4,-0.021885
0.0030000,0.0020000,0.044000,0.075672,-0.0021404,-0.032631
0.0040000,0.0020000,0.044000,0.079117,-0.0029953,-0.043674
0.0050000,0.0020000,0.044000,0.083763,-0.0035485,-0.055217
-0.0050000,0.0030000,0.044000,0.081689,0.0054119,0.054472
-0.0040000,0.0030000,0.044000,0.078776,0.0040178,0.042458
-0.0030000,0.0030000,0.044000,0.074810,0.0027429,0.031614
-0.0020000,0.0030000,0.044000,0.072071,0.0023129,0.021296
-0.0010000,0.0030000,0.044000,0.071389,0.0011758,0.011378
2.7105E-20,0.0030000,0.044000,0.070099,2.0008E-4,3.1686E-4
0.0010000,0.0030000,0.044000,0.070838,-5.6251E-4,-0.010815
0.0020000,0.0030000,0.044000,0.071373,-0.0026611,-0.021527
0.0030000,0.0030000,0.044000,0.074817,-0.0035159,-0.032570
0.0040000,0.0030000,0.044000,0.078262,-0.0043708,-0.043613
0.0050000,0.0030000,0.044000,0.083383,-0.0052977,-0.054474
-0.0050000,0.0040000,0.044000,0.080293,0.0080181,0.053630
-0.0040000,0.0040000,0.044000,0.077370,0.0067180,0.041709
-0.0030000,0.0040000,0.044000,0.073393,0.0042838,0.030985
-0.0020000,0.0040000,0.044000,0.071289,0.0028534,0.021262
-0.0010000,0.0040000,0.044000,0.069852,0.0010181,0.011006
1.9651E-19,0.0040000,0.044000,0.069380,-6.7838E-4,1.7542E-4
0.0010000,0.0040000,0.044000,0.067648,-7.7084E-4,-0.0097476
0.0020000,0.0040000,0.044000,0.070885,-0.0023167,-0.020691
0.0030000,0.0040000,0.044000,0.074122,-0.0038626,-0.031635
0.0040000,0.0040000,0.044000,0.077359,-0.0054085,-0.042579
0.0050000,0.0040000,0.044000,0.079491,-0.0053607,-0.054542
-0.0050000,0.0050000,0.044000,0.079272,0.0081450,0.052716
-0.0040000,0.0050000,0.044000,0.075004,0.0069986,0.041302
-0.0030000,0.0050000,0.044000,0.071504,0.0051102,0.030403
-0.0020000,0.0050000,0.044000,0.069317,0.0036275,0.020436
-0.0010000,0.0050000,0.044000,0.068213,0.0017139,0.010554
-7.0473E-19,0.0050000,0.044000,0.067373,2.8202E-4,-4.3633E-5
0.0010000,0.0050000,0.044000,0.068285,-0.0022436,-0.010141
0.0020000,0.0050000,0.044000,0.069339,-0.0028459,-0.020453
0.0030000,0.0050000,0.044000,0.072028,-0.0057018,-0.030428
0.0040000,0.0050000,0.044000,0.076139,-0.0066899,-0.040389
0.0050000,0.0050000,0.044000,0.079101,-0.0087943,-0.052792
-0.0050000,-0.0050000,0.045000,0.067203,-0.0074650,0.055921
-0.0040000,-0.0050000,0.045000,0.063623,-0.0061005,0.043803
-0.0030000,-0.0050000,0.045000,0.061274,-0.0048162,0.032133
-0.0020000,-0.0050000,0.045000,0.059006,-0.0031780,0.021070
-0.0010000,-0.0050000,0.045000,0.057520,-0.0016172,0.010997
-1.8296E-19,-0.0050000,0.045000,0.057404,5.9446E-5,6.8182E-4
0.0010000,-0.0050000,0.045000,0.058255,0.0013476,-0.010524
0.0020000,-0.0050000,0.045000,0.059090,0.0033234,-0.021582
0.0030000,-0.0050000,0.045000,0.060883,0.0045718,-0.032459
0.0040000,-0.0050000,0.045000,0.063613,0.0062056,-0.043771
0.0050000,-0.0050000,0.045000,0.069003,0.0079024,-0.055236
-0.0050000,-0.0040000,0.045000,0.068722,-0.0066301,0.057090
-0.0040000,-0.0040000,0.045000,0.064876,-0.0042605,0.044813
-0.0030000,-0.0040000,0.045000,0.062528,-0.0033518,0.033192
-0.0020000,-0.0040000,0.045000,0.060180,-0.0024432,0.021570
-0.0010000,-0.0040000,0.045000,0.059103,-5.0347E-4,0.010336
-3.4474E-19,-0.0040000,0.045000,0.059081,1.3812E-4,0.0012511
0.0010000,-0.0040000,0.045000,0.058965,0.0018148,-0.0090637
0.0020000,-0.0040000,0.045000,0.059788,0.0017449,-0.022541
0.0030000,-0.0040000,0.045000,0.062517,0.0033786,-0.033853
0.0040000,-0.0040000,0.045000,0.065246,0.0050123,-0.045165
0.0050000,-0.0040000,0.045000,0.068388,0.0056109,-0.058974
-0.0050000,-0.0030000,0.045000,0.070291,-0.0042711,0.057990
-0.0040000,-0.0030000,0.045000,0.065638,-0.0031861,0.045670
-0.0030000,-0.0030000,0.045000,0.063437,-0.0025388,0.033892
-0.0020000,-0.0030000,0.045000,0.061331,-0.0016556,0.022695
-0.0010000,-0.0030000,0.045000,0.059727,-5.7160E-4,0.010394
-3.2526E-19,-0.0030000,0.045000,0.059766,5.2013E-5,-1.9818E-4
0.0010000,-0.0030000,0.045000,0.059806,6.7562E-4,-0.010791
0.0020000,-0.0030000,0.045000,0.061940,0.0010358,-0.022005
0.0030000,-0.0030000,0.045000,0.063305,0.0028100,-0.033679
0.0040000,-0.0030000,0.045000,0.066196,0.0033382,-0.045783
0.0050000,-0.0030000,0.045000,0.070822,0.0043144,-0.057983
-0.0050000,-0.0020000,0.045000,0.071376,-0.0031012,0.059041
-0.0040000,-0.0020000,0.045000,0.066723,-0.0020162,0.046721
-0.0030000,-0.0020000,0.045000,0.064345,-0.0017257,0.034592
-0.0020000,-0.0020000,0.045000,0.061844,-0.0012343,0.022864
-0.0010000,-0.0020000,0.045000,0.061027,-7.3782E-4,0.010567
-1.0842E-19,-0.0020000,0.045000,0.060390,-1.6111E-5,-1.4007E-4
0.0010000,-0.0020000,0.045000,0.060330,5.5177E-4,-0.010751
0.0020000,-0.0020000,0.045000,0.061903,0.0011345,-0.022461
0.0030000,-0.0020000,0.045000,0.064446,0.0012460,-0.033997
0.0040000,-0.0020000,0.045000,0.067691,0.0026293,-0.045925
0.0050000,-0.0020000,0.045000,0.071179,0.0026338,-0.058639
-0.0050000,-0.0010000,0.045000,0.071727,-0.0017622,0.060203
-0.0040000,-0.0010000,0.045000,0.067468,-0.0015146,0.046158
-0.0030000,-0.0010000,0.045000,0.065506,-0.0013388,0.034730
-0.0020000,-0.0010000,0.045000,0.062357,-8.1304E-4,0.023032
-0.0010000,-0.0010000,0.045000,0.061461,-3.0002E-4,0.011433
-1.0842E-19,-0.0010000,0.045000,0.060454,2.6239E-4,-3.2284E-4
0.0010000,-0.0010000,0.045000,0.060961,3.3517E-4,-0.010954
0.0020000,-0.0010000,0.045000,0.062477,9.0879E-4,-0.022630
0.0030000,-0.0010000,0.045000,0.063911,0.0013049,-0.034349
0.0040000,-0.0010000,0.045000,0.067194,8.2477E-4,-0.046341
0.0050000,-0.0010000,0.045000,0.071536,9.5324E-4,-0.059294
-0.0050000,-5.4210E-19,0.045000,0.071497,-1.7583E-4,0.059772
-0.0040000,-4.3368E-19,0.045000,0.067595,-4.0561E-4,0.047221
-0.0030000,-2.1684E-19,0.045000,0.064736,1.1074E-4,0.034618
-0.0020000,-5.4210E-20,0.045000,0.062358,-1.0118E-4,0.023419
-0.0010000,0.0000,0.045000,0.061758,-1.9828E-4,0.011614
-3.7947E-19,-1.3553E-19,0.045000,0.060737,-4.1699E-4,0.0013349
0.0010000,-8.1315E-20,0.045000,0.061390,-1.0214E-4,-0.010756
0.0020000,-6.7763E-21,0.045000,0.062962,-5.6428E-4,-0.021868
0.0030000,-1.0842E-19,0.045000,0.064092,5.5564E-4,-0.034811
0.0040000,5.4210E-20,0.045000,0.067081,-3.5051E-4,-0.046002
0.0050000,0.0000,0.045000,0.072177,5.4360E-4,-0.059351
-0.0050000,0.0010000,0.045000,0.071267,0.0014105,0.059340
-0.0040000,0.0010000,0.045000,0.067812,0.0013425,0.046880
-0.0030000,0.0010000,0.045000,0.064273,0.0010209,0.034369
-0.0020000,0.0010000,0.045000,0.062261,7.1587E-4,0.023196
-0.0010000,0.0010000,0.045000,0.061509,5.7580E-4,0.011914
-6.7763E-20,0.0010000,0.045000,0.060777,1.6972E-4,-2.9990E-4
0.0010000,0.0010000,0.045000,0.060918,-5.0225E-4,-0.011239
0.0020000,0.0010000,0.045000,0.062500,-0.0010085,-0.022398
0.0030000,0.0010000,0.045000,0.064072,-0.0014706,-0.033510
0.0040000,0.0010000,0.045000,0.066985,-6.7658E-4,-0.046771
0.0050000,0.0010000,0.045000,0.072312,-0.0010566,-0.058602
-0.0050000,0.0020000,0.045000,0.070930,0.0025296,0.059118
-0.0040000,0.0020000,0.045000,0.067471,0.0021885,0.046803
-0.0030000,0.0020000,0.045000,0.064012,0.0018475,0.034488
-0.0020000,0.0020000,0.045000,0.062164,0.0015329,0.022974
-0.0010000,0.0020000,0.045000,0.061071,8.3623E-4,0.010325
-2.7783E-19,0.0020000,0.045000,0.060135,1.9415E-4,-2.8141E-4
0.0010000,0.0020000,0.045000,0.060179,-5.1023E-4,-0.011194
0.0020000,0.0020000,0.045000,0.061800,-0.0012490,-0.022592
0.0030000,0.0020000,0.045000,0.064629,-0.0020795,-0.034031
0.0040000,0.0020000,0.045000,0.066605,-0.0024257,-0.046028
0.0050000,0.0020000,0.045000,0.070901,-0.0031288,-0.058564
-0.0050000,0.0030000,0.045000,0.069671,0.0048932,0.058550
-0.0040000,0.0030000,0.045000,0.066748,0.0035931,0.046628
-0.0030000,0.0030000,0.045000,0.063848,0.0019772,0.034515
-0.0020000,0.0030000,0.045000,0.061366,0.0015027,0.020950
-0.0010000,0.0030000,0.045000,0.060429,8.6066E-4,0.010344
-1.7618E-19,0.0030000,0.045000,0.059492,2.1858E-4,-2.6292E-4
0.0010000,0.0030000,0.045000,0.059440,-5.1821E-4,-0.011150
0.0020000,0.0030000,0.045000,0.060716,-0.0021331,-0.022240
0.0030000,0.0030000,0.045000,0.063943,-0.0024069,-0.032850
0.0040000,0.0030000,0.045000,0.065993,-0.0034044,-0.045128
0.0050000,0.0030000,0.045000,0.071595,-0.0040191,-0.057138
-0.0050000,0.0040000,0.045000,0.068371,0.0063132,0.056845
-0.0040000,0.0040000,0.045000,0.065448,0.0050131,0.044923
-0.0030000,0.0040000,0.045000,0.062494,0.0037022,0.033302
-0.0020000,0.0040000,0.045000,0.060702,0.0022042,0.021845
-0.0010000,0.0040000,0.045000,0.059113,0.0011796,0.010795
4.0658E-20,0.0040000,0.045000,0.058441,-3.0525E-4,-1.4379E-4
0.0010000,0.0040000,0.045000,0.058481,-0.0013768,-0.011042
0.0020000,0.0040000,0.045000,0.059941,-0.0020781,-0.021392
0.0030000,0.0040000,0.045000,0.063179,-0.0036240,-0.032336
0.0040000,0.0040000,0.045000,0.065619,-0.0051510,-0.044420
0.0050000,0.0040000,0.045000,0.068891,-0.0059158,-0.056888
-0.0050000,0.0050000,0.045000,0.067434,0.0077174,0.055231
-0.0040000,0.0050000,0.045000,0.064105,0.0064170,0.043619
-0.0030000,0.0050000,0.045000,0.060920,0.0044701,0.032520
-0.0020000,0.0050000,0.045000,0.059063,0.0029000,0.021392
-0.0010000,0.0050000,0.045000,0.057598,0.0012614,0.010776
-3.6592E-19,0.0050000,0.045000,0.057016,-7.4871E-4,2.5718E-4
0.0010000,0.0050000,0.045000,0.057530,-0.0016994,-0.010498
0.0020000,0.0050000,0.045000,0.058396,-0.0026073,-0.021154
0.0030000,0.0050000,0.045000,0.061768,-0.0040036,-0.031921
0.0040000,0.0050000,0.045000,0.064256,-0.0053563,-0.044025
0.0050000,0.0050000,0.045000,0.065999,-0.0074312,-0.055675
-0.0050000,-0.0050000,0.046000,0.054631,-0.0058984,0.057817
-0.0040000,-0.0050000,0.046000,0.051826,-0.0047680,0.045767
-0.0030000,-0.0050000,0.046000,0.049714,-0.0035291,0.034067
-0.0020000,-0.0050000,0.046000,0.047987,-0.0025574,0.022286
-0.0010000,-0.0050000,0.046000,0.046981,-8.1459E-4,0.011375
-1.0842E-19,-0.0050000,0.046000,0.046542,2.2090E-4,2.7682E-4
0.0010000,-0.0050000,0.046000,0.046485,0.0015201,-0.010962
0.0020000,-0.0050000,0.046000,0.047844,0.0024180,-0.022585
0.0030000,-0.0050000,0.046000,0.049223,0.0035850,-0.033619
0.0040000,-0.0050000,0.046000,0.052028,0.0046806,-0.045936
0.0050000,-0.0050000,0.046000,0.054093,0.0067025,-0.057258
-0.0050000,-0.0040000,0.046000,0.057040,-0.0058961,0.058510
-0.0040000,-0.0040000,0.046000,0.053237,-0.0035977,0.047470
-0.0030000,-0.0040000,0.046000,0.050717,-0.0027538,0.035086
-0.0020000,-0.0040000,0.046000,0.048391,-0.0022985,0.022975
-0.0010000,-0.0040000,0.046000,0.048200,-6.8883E-4,0.010958
2.1684E-19,-0.0040000,0.046000,0.047684,-1.7234E-4,-6.0979E-5
0.0010000,-0.0040000,0.046000,0.047702,5.9225E-4,-0.011546
0.0020000,-0.0040000,0.046000,0.048963,0.0021569,-0.023092
0.0030000,-0.0040000,0.046000,0.050318,0.0028101,-0.034502
0.0040000,-0.0040000,0.046000,0.053124,0.0039057,-0.046819
0.0050000,-0.0040000,0.046000,0.056236,0.0044486,-0.059681
-0.0050000,-0.0030000,0.046000,0.058373,-0.0027731,0.059924
-0.0040000,-0.0030000,0.046000,0.053159,-0.0029241,0.046904
-0.0030000,-0.0030000,0.046000,0.051298,-0.0022190,0.035465
-0.0020000,-0.0030000,0.046000,0.049762,-0.0014519,0.023180
-0.0010000,-0.0030000,0.046000,0.048394,-5.7881E-4,0.011379
-1.1858E-19,-0.0030000,0.046000,0.048428,8.6604E-5,1.3812E-6
0.0010000,-0.0030000,0.046000,0.048885,9.4643E-4,-0.011463
0.0020000,-0.0030000,0.046000,0.049661,0.0013223,-0.023547
0.0030000,-0.0030000,0.046000,0.051201,0.0025761,-0.035489
0.0040000,-0.0030000,0.046000,0.054093,0.0031043,-0.047592
0.0050000,-0.0030000,0.046000,0.056424,0.0037876,-0.060702
-0.0050000,-0.0020000,0.046000,0.057870,-0.0023221,0.061221
-0.0040000,-0.0020000,0.046000,0.053519,-0.0019616,0.047561
-0.0030000,-0.0020000,0.046000,0.051930,-0.0015845,0.035599
-0.0020000,-0.0020000,0.046000,0.050329,-0.0010291,0.023222
-0.0010000,-0.0020000,0.046000,0.049349,-5.5296E-4,0.011497
8.1315E-20,-0.0020000,0.046000,0.049093,1.9451E-5,3.4791E-5
0.0010000,-0.0020000,0.046000,0.049344,5.2706E-4,-0.011535
0.0020000,-0.0020000,0.046000,0.050187,0.0010066,-0.023261
0.0030000,-0.0020000,0.046000,0.052167,0.0015325,-0.035539
0.0040000,-0.0020000,0.046000,0.054674,0.0018124,-0.048128
0.0050000,-0.0020000,0.046000,0.057953,0.0019783,-0.061098
-0.0050000,-0.0010000,0.046000,0.058230,-0.0013596,0.061878
-0.0040000,-0.0010000,0.046000,0.053880,-9.9904E-4,0.048217
-0.0030000,-0.0010000,0.046000,0.052401,-8.2311E-4,0.035896
-0.0020000,-0.0010000,0.046000,0.050887,-3.4161E-4,0.023315
-0.0010000,-0.0010000,0.046000,0.049842,-2.0391E-4,0.011617
-1.0842E-19,-0.0010000,0.046000,0.049759,-4.7703E-5,6.8201E-5
0.0010000,-0.0010000,0.046000,0.049703,2.9284E-4,-0.011823
0.0020000,-0.0010000,0.046000,0.050801,7.4062E-4,-0.023332
0.0030000,-0.0010000,0.046000,0.052605,6.6353E-4,-0.035547
0.0040000,-0.0010000,0.046000,0.054276,6.8896E-4,-0.048465
0.0050000,-0.0010000,0.046000,0.058310,2.9775E-4,-0.061753
-0.0050000,-2.7105E-20,0.046000,0.058302,-3.7766E-5,0.062036
-0.0040000,-3.7947E-19,0.046000,0.054851,2.3881E-4,0.049042
-0.0030000,1.0842E-19,0.046000,0.051708,-1.5471E-4,0.035881
-0.0020000,5.4210E-20,0.046000,0.051125,-1.1154E-4,0.023296
-0.0010000,0.0000,0.046000,0.049953,-4.2092E-4,0.011800
-3.3881E-20,-2.7105E-20,0.046000,0.049276,7.0912E-5,-2.5049E-4
0.0010000,-5.4210E-20,0.046000,0.049851,-2.6120E-4,-0.011884
0.0020000,0.0000,0.046000,0.050982,-8.7440E-5,-0.023775
0.0030000,3.2526E-19,0.046000,0.052631,-2.4300E-5,-0.035682
0.0040000,5.4210E-20,0.046000,0.053732,-3.5303E-4,-0.048317
0.0050000,-1.0842E-19,0.046000,0.058828,5.4108E-4,-0.061666
-0.0050000,0.0010000,0.046000,0.058333,0.0013702,0.062136
-0.0040000,0.0010000,0.046000,0.054868,0.0012357,0.048568
-0.0030000,0.0010000,0.046000,0.051638,8.0027E-4,0.035710
-0.0020000,0.0010000,0.046000,0.050834,5.4740E-4,0.023355
-0.0010000,0.0010000,0.046000,0.049856,3.9613E-4,0.011578
0.0000,0.0010000,0.046000,0.049402,4.6880E-5,-1.2917E-4
0.0010000,0.0010000,0.046000,0.049582,-3.2909E-4,-0.011829
0.0020000,0.0010000,0.046000,0.051182,-0.0011080,-0.023151
0.0030000,0.0010000,0.046000,0.052464,-6.5545E-4,-0.036047
0.0040000,0.0010000,0.046000,0.054716,-9.2414E-4,-0.048226
0.0050000,0.0010000,0.046000,0.058673,-6.3307E-4,-0.061968
-0.0050000,0.0020000,0.046000,0.057905,0.0026090,0.061225
-0.0040000,0.0020000,0.046000,0.054405,0.0021459,0.048320
-0.0030000,0.0020000,0.046000,0.050904,0.0016828,0.035415
-0.0020000,0.0020000,0.046000,0.050581,0.0013728,0.023281
-0.0010000,0.0020000,0.046000,0.049225,4.6660E-4,0.011422
0.0000,0.0020000,0.046000,0.049006,7.0959E-5,-2.1855E-4
0.0010000,0.0020000,0.046000,0.048591,-4.2945E-4,-0.011468
0.0020000,0.0020000,0.046000,0.050402,-0.0012047,-0.022928
0.0030000,0.0020000,0.046000,0.053607,-6.3181E-4,-0.034074
0.0040000,0.0020000,0.046000,0.054335,-0.0013188,-0.047930
0.0050000,0.0020000,0.046000,0.057633,-0.0023582,-0.061197
-0.0050000,0.0030000,0.046000,0.057750,0.0031883,0.061764
-0.0040000,0.0030000,0.046000,0.053847,0.0026617,0.047774
-0.0030000,0.0030000,0.046000,0.051153,0.0021892,0.035236
-0.0020000,0.0030000,0.046000,0.050141,0.0016747,0.022849
-0.0010000,0.0030000,0.046000,0.048731,5.5154E-4,0.011449
-1.0842E-19,0.0030000,0.046000,0.048611,9.5038E-5,-3.0793E-4
0.0010000,0.0030000,0.046000,0.047949,-4.0502E-4,-0.011449
0.0020000,0.0030000,0.046000,0.050105,-0.0012408,-0.022571
0.0030000,0.0030000,0.046000,0.051787,-0.0022396,-0.035256
0.0040000,0.0030000,0.046000,0.053621,-0.0029471,-0.047628
0.0050000,0.0030000,0.046000,0.057195,-0.0040127,-0.060662
-0.0050000,0.0040000,0.046000,0.056450,0.0046082,0.060059
-0.0040000,0.0040000,0.046000,0.053139,0.0035748,0.047302
-0.0030000,0.0040000,0.046000,0.050704,0.0029930,0.034628
-0.0020000,0.0040000,0.046000,0.048879,0.0018114,0.022803
-0.0010000,0.0040000,0.046000,0.048174,0.0015527,0.010476
-1.0842E-19,0.0040000,0.046000,0.047502,6.7875E-5,-4.6299E-4
0.0010000,0.0040000,0.046000,0.047726,-8.3264E-4,-0.011398
0.0020000,0.0040000,0.046000,0.048679,-0.0018894,-0.022544
0.0030000,0.0040000,0.046000,0.051063,-0.0033559,-0.034715
0.0040000,0.0040000,0.046000,0.052913,-0.0037385,-0.047171
0.0050000,0.0040000,0.046000,0.056972,-0.0051476,-0.059599
-0.0050000,0.0050000,0.046000,0.054869,0.0061164,0.058334
-0.0040000,0.0050000,0.046000,0.053206,0.0058354,0.045937
-0.0030000,0.0050000,0.046000,0.049475,0.0037911,0.033534
-0.0020000,0.0050000,0.046000,0.047702,0.0024134,0.022299
-0.0010000,0.0050000,0.046000,0.046982,8.0884E-4,0.010999
-4.3368E-19,0.0050000,0.046000,0.046261,-2.0451E-4,-9.9334E-5
0.0010000,0.0050000,0.046000,0.046776,-0.0011551,-0.010854
0.0020000,0.0050000,0.046000,0.046704,-0.0022371,-0.022196
0.0030000,0.0050000,0.046000,0.049597,-0.0036751,-0.034386
0.0040000,0.0050000,0.046000,0.051982,-0.0051416,-0.046557
0.0050000,0.0050000,0.046000,0.052897,-0.0060681,-0.058559
-0.0050000,-0.0050000,0.047000,0.042325,-0.0046298,0.060867
-0.0040000,-0.0050000,0.047000,0.039602,-0.0035111,0.047624
-0.0030000,-0.0050000,0.047000,0.037780,-0.0025707,0.035164
-0.0020000,-0.0050000,0.047000,0.035751,-0.0017839,0.023061
-0.0010000,-0.0050000,0.047000,0.035535,-0.0010268,0.011385
-1.0842E-19,-0.0050000,0.047000,0.035209,-1.0083E-4,-6.1604E-5
0.0010000,-0.0050000,0.047000,0.035147,0.0010391,-0.011491
0.0020000,-0.0050000,0.047000,0.036178,0.0020270,-0.023074
0.0030000,-0.0050000,0.047000,0.037766,0.0029524,-0.034873
0.0040000,-0.0050000,0.047000,0.039712,0.0037976,-0.047265
0.0050000,-0.0050000,0.047000,0.042292,0.0045234,-0.060885
-0.0050000,-0.0040000,0.047000,0.042896,-0.0036496,0.062481
-0.0040000,-0.0040000,0.047000,0.039913,-0.0024374,0.048591
-0.0030000,-0.0040000,0.047000,0.038581,-0.0022259,0.035692
-0.0020000,-0.0040000,0.047000,0.036280,-0.0014354,0.023561
-0.0010000,-0.0040000,0.047000,0.036270,-5.8626E-4,0.011644
1.0842E-19,-0.0040000,0.047000,0.036200,1.5607E-5,-2.3963E-4
0.0010000,-0.0040000,0.047000,0.036217,7.8019E-4,-0.011724
0.0020000,-0.0040000,0.047000,0.037075,0.0013865,-0.023755
0.0030000,-0.0040000,0.047000,0.038428,0.0020483,-0.035643
0.0040000,-0.0040000,0.047000,0.040807,0.0030227,-0.048148
0.0050000,-0.0040000,0.047000,0.042561,0.0033975,-0.062117
-0.0050000,-0.0030000,0.047000,0.043366,-0.0025806,0.063300
-0.0040000,-0.0030000,0.047000,0.041045,-0.0022016,0.049003
-0.0030000,-0.0030000,0.047000,0.039006,-0.0017830,0.036146
-0.0020000,-0.0030000,0.047000,0.037425,-0.0013164,0.023975
-0.0010000,-0.0030000,0.047000,0.036871,-5.6599E-4,0.011746
1.6263E-19,-0.0030000,0.047000,0.036964,1.7027E-4,-5.1682E-5
0.0010000,-0.0030000,0.047000,0.036835,6.7764E-4,-0.011945
0.0020000,-0.0030000,0.047000,0.037425,0.0011102,-0.024128
0.0030000,-0.0030000,0.047000,0.038897,0.0014022,-0.036372
0.0040000,-0.0030000,0.047000,0.041001,0.0021036,-0.049520
0.0050000,-0.0030000,0.047000,0.042980,0.0027612,-0.063169
-0.0050000,-0.0020000,0.047000,0.043787,-0.0018898,0.063976
-0.0040000,-0.0020000,0.047000,0.041333,-0.0014550,0.049652
-0.0030000,-0.0020000,0.047000,0.039582,-0.0014498,0.036699
-0.0020000,-0.0020000,0.047000,0.037961,-9.8677E-4,0.024282
-0.0010000,-0.0020000,0.047000,0.037551,-4.2026E-4,0.011914
-5.4210E-20,-0.0020000,0.047000,0.037322,-1.2001E-4,-8.6491E-5
0.0010000,-0.0020000,0.047000,0.037376,5.1051E-4,-0.012214
0.0020000,-0.0020000,0.047000,0.037717,9.8335E-4,-0.024377
0.0030000,-0.0020000,0.047000,0.039888,0.0018190,-0.037082
0.0040000,-0.0020000,0.047000,0.041154,0.0015238,-0.050129
0.0050000,-0.0020000,0.047000,0.043398,0.0021248,-0.064220
-0.0050000,-0.0010000,0.047000,0.044570,-7.0316E-4,0.063829
-0.0040000,-0.0010000,0.047000,0.041512,-4.8645E-4,0.050167
-0.0030000,-0.0010000,0.047000,0.039124,-6.6318E-4,0.036878
-0.0020000,-0.0010000,0.047000,0.038421,-4.1013E-4,0.024335
-0.0010000,-0.0010000,0.047000,0.037859,-2.0825E-4,0.011869
-1.6263E-19,-0.0010000,0.047000,0.037587,-8.8572E-5,-1.7275E-4
0.0010000,-0.0010000,0.047000,0.037901,4.9607E-6,-0.012177
0.0020000,-0.0010000,0.047000,0.038009,4.6016E-4,-0.024741
0.0030000,-0.0010000,0.047000,0.039687,5.2772E-4,-0.037670
0.0040000,-0.0010000,0.047000,0.041357,5.5314E-4,-0.050589
0.0050000,-0.0010000,0.047000,0.044586,0.0012458,-0.063978
-0.0050000,-1.3553E-19,0.047000,0.044384,-2.7424E-4,0.063966
-0.0040000,0.0000,0.047000,0.041448,2.8205E-5,0.050214
-0.0030000,8.1315E-20,0.047000,0.039123,-3.8766E-5,0.036952
-0.0020000,2.7105E-20,0.047000,0.038540,4.4063E-6,0.024366
-0.0010000,5.4210E-20,0.047000,0.038061,-1.7792E-5,0.011801
-1.0842E-19,1.3553E-19,0.047000,0.037820,9.7126E-5,-8.2658E-5
0.0010000,5.4210E-20,0.047000,0.037934,-9.1497E-5,-0.011958
0.0020000,-1.0842E-19,0.047000,0.038615,2.2176E-4,-0.023875
0.0030000,-1.0842E-19,0.047000,0.039697,1.4697E-4,-0.037263
